#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery2NI
#Serial Number: SN:210321ABE52A
#Date Time: 2023-04-13 12:21:24.260
#Start: 10 Hz
#Stop: 50000 Hz
#Steps: 151
#Wavegen: Wavegen C1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16 
#Channel: Channel 1
#Range: 61.1815 V
#Offset: -0.00313441 V
#Relative: no
#Channel: Channel 2
#Range: 61.0913 V
#Offset: 0.00303711 V
#Relative: yes

Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
10,-0.08844403599287473,18.59565618567805,-0.4234964261375893
10.58424294923851,-0.09354666036894599,18.60045070426936,-0.5534951812110336
11.2026198808505,-0.08856837663418994,18.59533255013707,-0.464548632939767
11.85712504868911,-0.08939305193352358,18.595183849299,-0.5471485344661886
12.54986921948269,-0.0825204535254907,18.59198225915135,-0.5826461003348697
13.28308648001751,-0.08544134613326884,18.59158922880346,-0.6132269218918118
14.05914144202507,-0.08343431616534246,18.5897654094873,-0.7428381843452598
14.88053686801006,-0.09508732278763091,18.60113008352436,-0.7455091869609261
15.74992174261191,-0.07296928951871064,18.58054361135828,-0.8433403754604001
16.67009981552986,-0.0807697662430875,18.58670670518535,-0.8081556740593889
17.64403864356239,-0.09071161214694912,18.60042418342644,-0.7991583968026248
18.6748791609217,-0.09359818228896563,18.6000447207095,-0.909954962959274
19.76594580868665,-0.08790999457168396,18.59203450483146,-0.9428169782858333
20.92075725606221,-0.09741728003321665,18.60324962934723,-0.9859809380771623
22.14303774802068,-0.08173074281914232,18.5882576117673,-1.027032911159665
23.436729115921,-0.06176640175487983,18.56561990892853,-1.170571926923174
24.80600348983997,-0.07678517833185783,18.58054960888325,-1.249341147742427
26.25527675361243,-0.08281654823520274,18.58610687864369,-1.264538934569231
27.78922278597281,-0.08074388053302722,18.58540987686083,-1.413455975715202
29.41278853372508,-0.08235048922032208,18.58558893299357,-1.391827121287065
31.13120996555226,-0.07790843074683279,18.58036340560385,-1.409076780459486
32.95002895791605,-0.08746614459494574,18.59020262083233,-1.53901822472746
34.87511116750276,-0.08176159382499203,18.58479207095811,-1.649966249351365
36.91266494785499,-0.07286458908157759,18.57357981131361,-1.710070191120614
39.06926137119375,-0.07141132780248299,18.57252610253439,-1.868844432914955
41.35185542000135,-0.08800363338081735,18.58728054822387,-1.927346678934072
43.76780841670799,-0.08427287721049703,18.58569432283502,-2.027440433664424
46.3249117638163,-0.08283217347162677,18.58178716278574,-2.101324639374795
49.03141207102686,-0.08901327371947043,18.58513621693785,-2.199201543333459
51.8960377503974,-0.08320542787178631,18.57877138909206,-2.381614060146347
54.92802716530586,-0.08292316950496724,18.57856798493433,-2.517915770703198
58.13715842399698,-0.08862561005271288,18.57853290707855,-2.66763664558178
61.53378091379528,-0.08971392268919168,18.57941029959627,-2.862047479354075
65.12884867768241,-0.08462456278521054,18.57299137673155,-3.026911031206538
68.93395574087819,-0.09455538346439732,18.58001418129628,-3.208384349470435
72.96137350135093,-0.0733774068580835,18.56120908475416,-3.29904145480937
77.22409030484302,-0.08055485956519226,18.56530170432349,-3.584829313441247
81.73585333203927,-0.08201871159905956,18.56121565604318,-3.818984001015281
86.51121293296302,-0.0654651973073732,18.54262633492056,-4.003842095882732
91.56556955157842,-0.08021328865740027,18.55516035449534,-4.303128791621077
96.91522339193011,-0.07554683453842032,18.54552999335983,-4.352683066111467
102.5774269859912,-0.08104270725065392,18.54629292058734,-4.574776751363181
108.5704408327505,-0.06665144897050211,18.52479616814892,-4.909204559627753
114.9135922879754,-0.08694124754960125,18.5493196613436,-5.233041498716446
121.6273378945674,-0.09896229637670186,18.55717787213818,-5.504450209420412
128.7333293545225,-0.08223857935934537,18.52819504345369,-5.916326948337229
136.2544833552602,-0.08640822004931575,18.52457518129329,-6.23526565536234
144.2150554755048,-0.0713866605121548,18.5053020416436,-6.500048813770917
152.6407184090652,-0.08968796681133145,18.51904218538172,-6.914075737661797
161.5586447587848,-0.08562942557874015,18.50764466497418,-7.183753107118619
170.9975946676697,-0.07624481769922724,18.48263529865989,-7.699472945020904
180.9880085698029,-0.08470890442805307,18.49196209917467,-8.271534597795224
